ITEM;DESTINATARIO_DOACAO;DATA_ENTREGA;CIDADE_DESTINATARIO;PRODUTO;QUANTIDADE;UNIDADE_MEDIDA;VALOR_UNITARIO;VALOR_TOTAL
170;HOSPITALMATERNIDADE-CAREAÇU;2020-05-23;CAREAÇU;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
171;HOSPITALMATERNIDADESÃOLUCAS;2020-05-23;EXTREMA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
172;HOSPITALMATERNIDADESENHORBOMJESUS;2020-05-23;BUENO BRANDÃO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
173;HOSPITALMOZARTGERALDOTEIXEIRA(EUPA;2020-05-23;JUIZ DE FORA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
174;HOSPITALMUNCIPALDR.GILALVES;2020-05-23;BOCAIUVA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
175;HOSPITALMUNICIPALANTÔNIOREIS;2020-05-23;CAMPO DO MEIO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
176;HOSPITALMUNICIPALATHAYRESCORREASILVA;2020-05-23;VÁRZEA DA PALMA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
177;HOSPITALMUNICIPALCARLOSCHAGAS;2020-05-23;ITABIRA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
178;HOSPITALMUNICIPALDEFRANCISCOSÁ;2020-05-23;FRANCISCO SÁ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
179;HOSPITALMUNICIPALDEIPATINGA;2020-05-23;IPATINGA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
180;HOSPITALMUNICIPALDEJANUÁRIA;2020-05-23;JANUARIA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
181;HOSPITALMUNICIPALDEJOAÍMA;2020-05-23;JOAÍMA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
182;HOSPITALMUNICIPALDEMANHUAÇU;2020-05-23;MANHUAÇU;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
183;HOSPITALMUNICIPALDEMONTECARMELO;2020-05-23;MONTE CARMELO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
184;HOSPITALMUNICIPALDENOVAPONTE;2020-05-23;NOVA PONTE;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
185;HOSPITALMUNICIPALDEPAINS;2020-05-23;PAINS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
186;HOSPITALMUNICIPALDEPARACATU;2020-05-23;PARACATU;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;10;UN;15,37;153,7
187;HOSPITALMUNICIPALDONAAMÉLIAMARIADE;2020-05-23;GURINHATÃ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
188;HOSPITALMUNICIPALDR.DARCYJUAREZZABI;2020-05-23;CENTRALINA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
189;HOSPITALMUNICIPALDR.JOAQUIMBROCHADO;2020-05-23;UNAÍ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;10;UN;15,37;153,7
190;HOSPITALMUNICIPALELPIDIORODRIGUESPIN;2020-05-23;DELFINÓPOLIS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
191;HOSPITALMUNICIPALESTRELADOINDAIÁ;2020-05-23;ESTRELA DO INDAIÁ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
192;HOSPITALMUNICIPALGERALDOFERREIRAGAND;2020-05-23;ITAMARANDIBA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
193;HOSPITALMUNICIPALJOAOAMELIOFREIRE;2020-05-23;CONCEIÇÃO DA APARECIDA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
194;HOSPITALMUNICIPALMONSENHORFLÁVIOD'AM;2020-05-23;SETE LAGOAS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
195;HOSPITALMUNICIPALOSWALDOPREDILIANOSA;2020-05-23;SALINAS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
196;HOSPITALMUNICIPALRAIMUNDOGOBIRA;2020-05-23;TEÓFILO OTONI;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
197;HOSPITALMUNICIPALRODOLFOMALLARD;2020-05-23;BURITIZEIRO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
198;HOSPITALMUNICIPALSANTOANTÔNIO;2020-05-23;CRISTAIS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
199;HOSPITALMUNICIPALSÃOJOSÉ;2020-05-23;ARCOS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
200;HOSPITALMUNICIPALSÃOVICENTEDEPAULO;2020-05-23;CORAÇÃO DE JESUS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
201;HOSPITALMUNICIPALSENHORASANTANA;2020-05-23;BRASÍLIA DE MINAS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
202;HOSPITALMUNICIPALWALDEMARDASDORES;2020-05-23;BARÃO DE COCAIS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
203;HOSPITALNOSSASENHORAAUXILIADORA;2020-05-23;CARATINGA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
204;HOSPITALNOSSASENHORADACONCEIÇÃO;2020-05-23;ABRE CAMPO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
205;HOSPITALNOSSASENHORADASAÚDE;2020-05-23;DIAMANTINA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
206;HOSPITALNOSSASENHORADASDORES;2020-05-23;PONTE NOVA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
207;HOSPITALNOSSASENHORADASDORES;2020-05-23;PONTE NOVA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;10;UN;15,37;153,7
208;HOSPITALNOSSASENHORADASGRAÇAS;2020-05-23;SETE LAGOAS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
209;HOSPITALNOSSASENHORADASGRAÇASDOMJO;2020-05-23;DOM JOAQUIM;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
210;HOSPITALNOSSASENHORADASMERCÊS;2020-05-23;SÃO JOÃO DEL REI;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
211;HOSPITALNOSSASENHORADOBRASIL;2020-05-23;BAMBUÍ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
212;HOSPITALNOSSASENHORADOCARMO;2020-05-23;RESPLENDOR;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
213;HOSPITALNOSSASENHORADOROSÁRIO;2020-05-23;RESENDE COSTA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
214;HOSPITALNOSSASENHORADOSANJOS;2020-05-23;ITAMBACURI;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
215;HOSPITALODILONANDRADE;2020-05-23;MARTINHO CAMPOS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
216;HOSPITALOLYNTOALMADA;2020-05-23;ASTOLFO DUTRA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
217;HOSPITALPADREJÚLIOMARIA;2020-05-23;MANHUMIRIM;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
218;HOSPITALPHILADÉLFIA;2020-05-23;TEÓFILO OTONI;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
219;HOSPITALPRONTOCOR;2020-05-23;MONTES CLAROS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
220;HOSPITALREGIONALDEBARBACENA;2020-05-23;BARBACENA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;0,001;0,01
221;HOSPITALREGIONALDEJANAÚBA;2020-05-23;JANAÚBA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
222;HOSPITALREGIONALDOSULDEMINAS;2020-05-23;VARGINHA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;20;UN;15,37;307,4
223;HOSPITALREGIONALDR.JOÃOPENIDO;2020-05-23;JUIZ DE FORA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
224;HOSPITALREGIONALIMACULADACONCEIÇÃO;2020-05-23;GUANHÃES;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
225;HOSPITALRENATOAZEREDO;2020-05-23;NANUQUE;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
226;HOSPITALSANTACASADEMONTESCLAROS;2020-05-23;MONTES CLAROS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;10;UN;15,37;153,7
227;HOSPITALSANTACATARINA;2020-05-23;UBERLANDIA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
228;HOSPITALSANTAISABEL/ASSOCIAÇÃOBENEF;2020-05-23;UBÁ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
229;HOSPITALSANTAMARIAETERNA;2020-05-23;SANTA MARIA DO SUAÇUÍ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
230;HOSPITALSANTARITA;2020-05-23;MEDINA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
231;HOSPITALSANTAROSÁLIA;2020-05-23;TEÓFILO OTONI;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
232;HOSPITALSANTATEREZINHA;2020-05-23;MONTE CARMELO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
233;HOSPITALSANTOANTÔNIO;2020-05-23;PEÇANHA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
234;HOSPITALSANTOANTÔNIOTAIOBEIRAS;2020-05-23;TAIOBEIRAS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
235;HOSPITALSANTOANTÔNIO     ;2020-05-23;CURVELO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
236;HOSPITALSÃOCARLOS;2020-05-23;LAGOA DA PRATA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
237;HOSPITALSÃOFRANCISCO-CABOVERDE;2020-05-23;CABO VERDE;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
238;HOSPITALSÃOFRANCISCO-CABOVERDE;2020-05-23;CABO VERDE;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
239;HOSPITALSÃOFRANCISCO-TRÊSMARIAS;2020-05-23;TRÊS MARIAS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
240;HOSPITALSÃOGERALDO–FREIINOCÊNCIO;2020-05-23;FREI INOCÊNCIO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
241;HOSPITALSÃOGERALDO-SÃOJOÃODAPONTE;2020-05-23;SÃO JOÃO DA PONTE;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
242;HOSPITALSÃOJANUÁRIO;2020-05-23;UBÁ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
243;HOSPITALSÃOJOÃOBATISTA;2020-05-23;VIÇOSA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;12;UN;15,37;184,44
244;HOSPITALSÃOJOÃOBATISTA;2020-05-23;VIÇOSA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
245;HOSPITALSÃOJOSÉ;2020-05-23;NOVA SERRANA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
246;HOSPITALSÃOJOSÉDASSVP;2020-05-23;ITUIUTABA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;10;UN;15,37;153,7
247;HOSPITALSÃOJOSÉDEBOTELHOS;2020-05-23;BOTELHOS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
248;HOSPITALSÃOJUDASTADEU;2020-05-23;FERROS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
249;HOSPITALSÃOMIGUEL;2020-05-23;JEQUITINHONHA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
250;HOSPITALSÃOPAULO/CASADECARIDADEDE;2020-05-23;MURIAÉ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
251;HOSPITALSÃOSALVADOR;2020-05-23;ALÉM PARAÍBA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
252;HOSPITALSÃOSEBASTIÃO-RECREIOT;2020-05-23;RECREIO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
253;HOSPITALSÃOSEBASTIÃO-VIÇOSA;2020-05-23;VIÇOSA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;10;UN;15,37;153,7
254;HOSPITALSÃOSEBASTIÃODEDIONÍSIO;2020-05-23;DIONÍSIO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
255;HOSPITALSÃOSEBASTIÃODEINHAPIM;2020-05-23;INHAPIM;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
256;HOSPITALSÃOVICENTEDEPAULA-CARMODO;2020-05-23;CARMO DO RIO CLARO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
257;HOSPITALSÃOVICENTEDEPAULO-ÁGUASFO;2020-05-23;ÁGUAS FORMOSAS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
258;HOSPITALSÃOVICENTEDEPAULO-ÁGUASFO;2020-05-23;ÁGUAS FORMOSAS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
259;HOSPITALSÃOVICENTEDEPAULO/IRMANDAD;2020-05-23;UBÁ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
260;HOSPITALSÃOVICENTEDEPAULODEARAÇUAÍ;2020-05-23;ARAÇUAÍ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
261;HOSPITALSÃOVICENTEDEPAULODECAMPINA;2020-05-23;CAMPINA VERDE;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
262;HOSPITALSÃOVICENTEDEPAULODERIOPOM;2020-05-23;RIO POMBA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
263;HOSPITALSÃOVICENTEDEPAULOMUTUM;2020-05-23;MUTUM;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
264;HOSPITALSEBASTIÃOPAESDEALMEIDA;2020-05-23;CANÁPOLIS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
265;HOSPITALSENHORAAPARECIDA;2020-05-23;LUZ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
266;HOSPITALUNIVERSITÁRIOALZIRAVELANO;2020-05-23;ALFENAS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
267;HOSPITALUNIVERSITÁRIOCLEMENTEDEFARIA;2020-05-23;MONTES CLAROS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;8;UN;15,37;122,96
268;HOSPITALUNIVERSITÁRIOUFJF;2020-05-23;JUIZ DE FORA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
269;HOSPITALVALEDOJEQUITINHONHA;2020-05-23;ITAOBIM;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
270;HOSPITALVAZMONTEIRO     ;2020-05-23;LAVRAS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;8;UN;15,37;122,96
271;IMAIP-HOSPITALPOLICLÍNICAEMATERNIDA;2020-05-23;BARBACENA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;0,001;0,01
272;INSTITUTONOSSASENHORADOCARMO;2020-05-23;BARROSO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
273;INSTITUTOSÃOVICENTEDEPAULO-CÁSSIA;2020-05-23;CÁSSIA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
274;IRMANDADESANTACASADEOLIVEIRA;2020-05-23;OLIVEIRA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
275;IRMANDADESENHORADACONCEIÇÃO;2020-05-23;PARÁ DE MINAS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
276;TEL:COD:1057;2020-05-23;BOM DESPACHO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
277;MATERNIDADECARMEMMONTEIROGOMES;2020-05-23;VOLTA GRANDE;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
278;MINASGERAISSERVIÇOS-MGS;2020-05-23;BELO HORIZONTE;ALCOOL GEL AMBEV PET 190G CX C/21;21;UN;0,43;9,03
279;MINASGERAISSERVIÇOS-MGS;2020-05-23;BELO HORIZONTE;ALCOOL GLICERINADO 70% - GALÃO 5L;2;LT;2,83;5,66
280;MINASGERAISSERVIÇOS-MGS;2020-05-23;BELO HORIZONTE;MASCARA DE PROTEÇÃO FACE SHIELD;100;UN;0,01;1
281;NOSSASENHORAMÃEDAIGREJA;2020-05-23;PADRE PARAÍSO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
282;NOVAUPAJK-CONTAGEM;2020-05-23;CONTAGEM;ALCOOL GEL AMBEV PET 190G CX C/21;1008;UN;0,43;433,44
283;POLICLÍNICAMUNICIPAL-CONSELHEIROLAFA;2020-05-23;CONSELHEIRO LAFAIETE;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
284;PREFEITURADEBRASILIADEMINAS;2020-05-23;BRASILIA DE MINAS;DANONINHO UHT AMENDOA E BANANA 200ML;702;UN;1,66;1165,32
285;PREFEITURADEBRASILIADEMINAS;2020-05-23;BRASILIA DE MINAS;MASCARA DE PROTECAO;100;UN;4,39;439
286;PREFEITURADEBRASILIADEMINAS;2020-05-23;BRASILIA DE MINAS;ALCOOL GLICERINADO 70% - GALÃO 5L;40;LT;2,83;113,2
287;PREFEITURADEBRASILIADEMINAS;2020-05-23;BRASILIA DE MINAS;LUVA DESC NITRIL AZ M CX C/300 VLI;3000;UN;0,27;810
288;PREFEITURADECAETE;2020-05-23;CAETE;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
289;PREFEITURADECAETE;2020-05-23;CAETE;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
290;PREFEITURADEDIVINESIA;2020-05-23;DIVINESIA;ALCOOL GEL AMBEV PET 190G CX C/21;21;UN;0,43;9,03
291;PREFEITURADEDIVINESIA;2020-05-23;DIVINESIA;ALCOOL GLICERINADO 70% - GALÃO 5L;10;LT;2,83;28,3
292;PREFEITURADEDIVINESIA;2020-05-23;DIVINESIA;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;400;UN;9,9;3960
293;PREFEITURADEFRUTADELEITE;2020-05-23;FRUTA DE LEITE;DANONINHO UHT AMENDOA E CACAU 200ML;810;UN;1,66;1344,6
294;PREFEITURADEFRUTADELEITE;2020-05-23;FRUTA DE LEITE;FORTFIT MORANGO 600G;60;UN;33,12;1987,2
295;PREFEITURADEFRUTADELEITE;2020-05-23;FRUTA DE LEITE;MASCARA DE PROTECAO;6000;UN;2,986;17916
296;PREFEITURADEGRAOMOGOL;2020-05-23;GRAO MOGOL;DANONINHO UHT AMENDOA E CACAU 200ML;810;UN;1,66;1344,6
297;PREFEITURADEGRAOMOGOL;2020-05-23;GRAO MOGOL;FORTFIT MORANGO 600G;60;UN;33,12;1987,2
298;PREFEITURADEGRAOMOGOL;2020-05-23;GRAO MOGOL;MASCARA DE PROTECAO;12000;UN;2,986;35832
299;PREFEITURADEITAGUARA;2020-05-23;ITAGUARA;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
300;PREFEITURADEITAGUARA;2020-05-23;ITAGUARA;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
301;PREFEITURADEITAUNA;2020-05-23;ITAUNA;DANONINHO UHT AMENDOA E BANANA 200ML;270;UN;1,66;448,2
302;PREFEITURADEITAUNA;2020-05-23;ITAUNA;TEA 4U CHA MATE LIMAO YUZU E MEL 1L;120;UN;3,56;427,2
303;PREFEITURADEITAUNA;2020-05-23;ITAUNA;ALCOOL GLICERINADO 70% - GALÃO 5L;10;LT;2,83;28,3
304;PREFEITURADEITAUNA;2020-05-23;ITAUNA;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;600;UN;9,9;5940
305;PREFEITURADEJOSENOPOLIS;2020-05-23;JOSENOPOLIS;DANONINHO UHT AMENDOA E CACAU 200ML;810;UN;1,66;1344,6
306;PREFEITURADEJOSENOPOLIS;2020-05-23;JOSENOPOLIS;FORTFIT MORANGO 600G;60;UN;33,12;1987,2
307;PREFEITURADEJOSENOPOLIS;2020-05-23;JOSENOPOLIS;MASCARA DE PROTECAO;6000;UN;2,986;17916
308;PREFEITURADEJUATUBA;2020-05-23;JUATUBA;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
309;PREFEITURADEJUATUBA;2020-05-23;JUATUBA;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
310;PREFEITURADELAGOAGRANDE;2020-05-23;LAGOA GRANDE;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;300;UN;0,92;276
311;PREFEITURADELAGOAGRANDE;2020-05-23;LAGOA GRANDE;ALCOOL GLICERINADO 70% - GALÃO 5L;10;LT;2,83;28,3
312;PREFEITURADELAGOAGRANDE;2020-05-23;LAGOA GRANDE;LUVA DESC NITRIL AZ G CX C/300 VLI;2100;UN;0,27;567
313;PREFEITURADELAGOAGRANDE;2020-05-23;LAGOA GRANDE;LUVA DESC NITRIL AZ M CX C/300 VLI;900;UN;0,27;243
314;PREFEITURADELAGOAGRANDE;2020-05-23;LAGOA GRANDE;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;400;UN;9,9;3960
315;PREFEITURADELAGOASANTA;2020-05-23;LAGOA SANTA;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
316;PREFEITURADELAGOASANTA;2020-05-23;LAGOA SANTA;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
317;PREFEITURADEMATOZINHOS;2020-05-23;MATOZINHOS;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
318;PREFEITURADEMATOZINHOS;2020-05-23;MATOZINHOS;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
319;PREFEITURADEMONTESCLAROS;2020-05-23;MONTES CLAROS;MASCARA DE PROTECAO;24000;UN;2,986;71664
320;PREFEITURADEMONTESCLAROS;2020-05-23;MONTES CLAROS;ACTIVIA SHOT MATCHA LF 100G;5520;UN;0,84;4636,8
321;PREFEITURADEMONTESCLAROS;2020-05-23;MONTES CLAROS;YOPRO LIQUIDO DOCE DE LEITE 250G;7060;UN;1,869;13195,14
322;PREFEITURADEMONTESCLAROS;2020-05-23;MONTES CLAROS;YOPRO LIQUIDO MORANGO 250G;10620;UN;1,869;19848,78
323;PREFEITURADEMONTESCLAROS;2020-05-23;MONTES CLAROS;ACTIVIA POLPA CHIA 400G;1680;UN;1,65;2772
324;PREFEITURADEMONTESCLAROS;2020-05-23;MONTES CLAROS;DANONE GREGO FRUTAS VERMELHAS 400G;2784;UN;2,812;7828,61
325;PREFEITURADEMONTESCLAROS;2020-05-23;MONTES CLAROS;DANONE 800G LIGHT ORI/MOR;720;UN;3,624;2609,28
326;PREFEITURADEMONTESCLAROS;2020-05-23;MONTES CLAROS;YOPRO COCO CREMOSO 160G;9600;UN;1,566;15033,6
327;PREFEITURADEMONTESCLAROS;2020-05-23;MONTES CLAROS;ACTIVIA ORIGINAL LEITE FERM MEL 400G;1056;UN;1,65;1742,4
328;PREFEITURADEMONTESCLAROS;2020-05-23;MONTES CLAROS;ACTIVIA SMOOTHIE MANGA 250G;1760;UN;1,99;3502,4
329;PREFEITURADENOVALIMA;2020-05-23;NOVA LIMA;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
330;PREFEITURADENOVALIMA;2020-05-23;NOVA LIMA;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
331;PREFEITURADEPADRECARVALHO;2020-05-23;PADRE CARVALHO;DANONINHO UHT AMENDOA E CACAU 200ML;810;UN;1,66;1344,6
332;PREFEITURADEPADRECARVALHO;2020-05-23;PADRE CARVALHO;FORTFIT MORANGO 600G;60;UN;33,12;1987,2
333;PREFEITURADEPADRECARVALHO;2020-05-23;PADRE CARVALHO;MASCARA DE PROTECAO;7000;UN;2,986;20902
334;PREFEITURADERAPOSOS;2020-05-23;RAPOSOS;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
335;PREFEITURADERAPOSOS;2020-05-23;RAPOSOS;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
336;PREFEITURADERIBEIRAODASNEVES;2020-05-23;RIBEIRAO DAS NEVES;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
337;PREFEITURADERIBEIRAODASNEVES;2020-05-23;RIBEIRAO DAS NEVES;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
338;PREFEITURADERIOACIMA;2020-05-23;RIO ACIMA;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
339;PREFEITURADERIOACIMA;2020-05-23;RIO ACIMA;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
340;PREFEITURADESALINAS;2020-05-23;SALINAS;DANONINHO UHT AMENDOA E CACAU 200ML;810;UN;1,66;1344,6
341;PREFEITURADESALINAS;2020-05-23;SALINAS;FORTFIT MORANGO 600G;60;UN;33,12;1987,2
